Reading,Currency,Max,Min,Mean,Vol,FD
1,AUD_USD,1.50382,0.6648,0.7629752,0.83902,0
2,AUD_USD,1.5038837,0.664895,0.7885847,0.8389887,4555.484478
3,AUD_USD,1.5043136,0.664735,0.7653248,0.8395786,3623.246233
4,AUD_USD,1.50357,0.665,0.7729236,0.83857,3566.786315
5,AUD_USD,1.49983,0.6667,0.782608,0.83313,4213.027979
6,AUD_USD,1.50019,0.666545,0.7709444,0.833645,3929.730281
7,AUD_USD,1.5004764,0.666445,0.7500321,0.8340314,3080.219762
8,AUD_USD,1.49998,0.666695,0.7780134,0.833285,3465.801016
9,AUD_USD,1.4989,0.6671,0.7736601,0.8318,3563.356576
10,AUD_USD,1.49762,0.6676,0.7647438,0.83002,3711.958748
11,AUD_USD,1.4972302,0.668,0.794762,0.8292302,4232.841496
12,AUD_USD,1.49653,0.668195,0.785685,0.828335,4143.251221
13,AUD_USD,1.4959646,0.668395,0.7536504,0.8275696,2827.55674
14,AUD_USD,1.4958864,0.6685,0.75146,0.8273864,3016.728339
15,AUD_USD,1.4948912,0.6689,0.7655295,0.8259912,3496.405289
16,AUD_USD,1.49559,0.668535,0.7537715,0.827055,3206.55821
17,AUD_USD,1.49581,0.6685,0.7652801,0.82731,3394.132792
18,AUD_USD,1.4960317,0.6684,0.769778,0.8276317,3675.547952
19,AUD_USD,1.4967259,0.6681,0.7925266,0.8286259,4565.38952
20,AUD_USD,1.4961213,0.6683,0.7535781,0.8278213,2937.832114
21,AUD_USD,1.4965019,0.6681,0.7649975,0.8284019,3295.501857
22,AUD_USD,1.49704,0.667975,0.785669,0.829065,3810.316441
23,AUD_USD,1.49626,0.668325,0.7880422,0.827935,4098.147801
24,AUD_USD,1.4969276,0.667975,0.7879709,0.8289526,4140.164347
25,AUD_USD,1.4973311,0.667855,0.7717373,0.8294761,3573.339847
26,AUD_USD,1.497488,0.667785,0.7785208,0.829703,3478.353097
27,AUD_USD,1.4972302,0.6679,0.762467,0.8293302,3244.787179
28,AUD_USD,1.49675,0.668095,0.7833279,0.828655,3953.394356
29,AUD_USD,1.49599,0.6683,0.7904753,0.82769,3958.0036
30,AUD_USD,1.4954724,0.6686,0.7446344,0.8268724,2924.272234
31,AUD_USD,1.49495,0.6689,0.7333448,0.82605,2643.907754
32,AUD_USD,1.49455,0.6691,0.7357324,0.82545,2456.841723
33,AUD_USD,1.4943217,0.6691,0.7494818,0.8252217,3024.641742
34,AUD_USD,1.49455,0.6691,0.7540277,0.82545,3401.780847
35,AUD_USD,1.49475,0.669,0.735645,0.82575,2550.408719
36,AUD_USD,1.4947685,0.669,0.7356229,0.8257685,2644.809048
37,AUD_USD,1.498124,0.6665,0.7378534,0.831624,2719.979221
38,AUD_USD,1.496782,0.667185,0.730587,0.829597,2444.560431
39,AUD_USD,1.49585,0.6684,0.7398637,0.82745,2755.453502
40,AUD_USD,1.49615,0.6684,0.7466832,0.82775,3015.403201
41,AUD_USD,1.49589,0.6684,0.7375587,0.82749,2545.045862
42,AUD_USD,1.495439,0.6686,0.7675737,0.826839,3018.725532
43,AUD_USD,1.495225,0.6687,0.7377449,0.826525,2642.388313
44,AUD_USD,1.4955,0.66733,0.7353377,0.82817,2542.956156
45,AUD_USD,1.4961103,0.6684,0.7422413,0.8277103,2827.076092
46,AUD_USD,1.49525,0.668835,0.7218069,0.826415,2123.630379
47,AUD_USD,1.49545,0.6687,0.7446337,0.82675,2830.359843
48,AUD_USD,1.4947685,0.669,0.7493645,0.8257685,3117.096377
49,AUD_USD,1.494947,0.6689,0.7286891,0.826047,2455.066116
50,AUD_USD,1.495439,0.6687,0.7354359,0.826739,2358.664585
51,AUD_USD,1.49496,0.6688,0.7378315,0.82616,2643.555728
52,AUD_USD,1.49545,0.6687,0.7469437,0.82675,2971.877835
53,AUD_USD,1.4958975,0.6684,0.7422396,0.8274975,2874.933157
54,AUD_USD,1.495439,0.6687,0.7653934,0.826739,3443.650294
55,AUD_USD,1.49422,0.6692,0.7426701,0.82502,2836.294878
56,AUD_USD,1.4939309,0.669375,0.7381878,0.8245559,2743.294906
57,AUD_USD,1.494,0.6693,0.7427411,0.8247,2742.815569
58,AUD_USD,1.4938863,0.6692,0.7405453,0.8246863,2553.698297
59,AUD_USD,1.493206,0.6697,0.7269851,0.823506,2273.207481
60,AUD_USD,1.49353,0.669485,0.7543459,0.824045,3312.925872
61,AUD_USD,1.49385,0.669395,0.7361483,0.824455,2554.414735
62,AUD_USD,1.49244,0.6699,0.7615685,0.82254,3318.987526
63,AUD_USD,1.49295,0.669555,0.7250448,0.823395,2178.78418
64,AUD_USD,1.4945114,0.669095,0.74048,0.8254164,2645.937251
65,AUD_USD,1.4942434,0.6692,0.747305,0.8250434,2930.754915
66,AUD_USD,1.4940425,0.6693,0.7338249,0.8247425,2648.099255
67,AUD_USD,1.4927602,0.669945,0.7479984,0.8228152,2654.301962
68,AUD_USD,1.4919,0.6702,0.7525261,0.8217,3227.455276
69,AUD_USD,1.4921253,0.6701,0.7479803,0.8220253,3021.804803
70,AUD_USD,1.49144,0.670435,0.7230598,0.821005,2042.618498
71,AUD_USD,1.4916469,0.6704,0.7368702,0.8212469,2754.348296
72,AUD_USD,1.4914245,0.6705,0.7391802,0.8209245,2850.444834
73,AUD_USD,1.4912,0.6706,0.7232243,0.8206,2186.205216
74,AUD_USD,1.49145,0.6705,0.7460309,0.82095,2992.874109
75,AUD_USD,1.49124,0.6705,0.734673,0.82074,2280.868485
76,AUD_USD,1.49219,0.670135,0.7502692,0.822055,2893.966949
77,AUD_USD,1.4916469,0.6703,0.7458227,0.8213469,2374.149096
78,AUD_USD,1.4914577,0.670475,0.7186649,0.8209827,1995.169935
79,AUD_USD,1.49035,0.671,0.7440182,0.81935,2570.33014
80,AUD_USD,1.4889482,0.671555,0.7445566,0.8173932,2815.046663
81,AUD_USD,1.4896358,0.6712,0.7488421,0.8184358,2906.764342
82,AUD_USD,1.49044,0.6709,0.7371577,0.81954,2569.734241
83,AUD_USD,1.4907462,0.6707,0.7710815,0.8200462,3614.430504
84,AUD_USD,1.4913464,0.6705,0.7458903,0.8208464,2850.716041
85,AUD_USD,1.4916469,0.6704,0.7503793,0.8212469,3039.280879
86,AUD_USD,1.4914245,0.6704,0.7458171,0.8210245,3040.104163
87,AUD_USD,1.49217,0.670145,0.7320591,0.822025,2561.965877
88,AUD_USD,1.492593,0.67,0.7455915,0.822593,2954.073278
89,AUD_USD,1.49242,0.67,0.7661749,0.82242,3698.840009
90,AUD_USD,1.4920921,0.670285,0.7571191,0.8218071,3606.685803
91,AUD_USD,1.4915689,0.6703,0.7094029,0.8212689,1519.599732
92,AUD_USD,1.49213,0.6701,0.7364868,0.82203,2277.28915
93,AUD_USD,1.49211,0.6701,0.736498,0.82201,2372.233914
94,AUD_USD,1.4917024,0.6703,0.7435021,0.8214024,2658.867323
95,AUD_USD,1.4916469,0.6704,0.7366811,0.8212469,2659.370769
96,AUD_USD,1.4914245,0.6705,0.7322451,0.8209245,2185.341039
97,AUD_USD,1.491013,0.6706,0.7482756,0.820413,2710.829789
98,AUD_USD,1.49235,0.6701,0.7525022,0.82225,2845.849802
99,AUD_USD,1.49211,0.670155,0.7593095,0.821955,3352.981611
100,AUD_USD,1.49255,0.67,0.743362,0.82255,2749.984803
1,EUR_USD,1.03285,0.9681945,1.0207534,0.0646555,0
2,EUR_USD,1.03305,0.968025,1.0220035,0.065025,56378.31603
3,EUR_USD,1.03305,0.9680075,1.0229698,0.0650425,48460.6219
4,EUR_USD,1.03472,0.96655,1.0213987,0.06817,58442.12997
5,EUR_USD,1.03525,0.966095,1.0239675,0.069155,57841.08163
6,EUR_USD,1.034675,0.966525,1.0203799,0.06815,70388.84813
7,EUR_USD,1.034265,0.966925,1.0231072,0.06734,56043.95604
8,EUR_USD,1.0349,0.96625,1.0206067,0.06865,65360.5244
9,EUR_USD,1.03541,0.96575,1.0234745,0.06966,51536.03216
10,EUR_USD,1.03565,0.965645,1.0219234,0.070005,57195.91458
11,EUR_USD,1.03545,0.965805,1.0227388,0.069645,46521.64549
12,EUR_USD,1.03555,0.96575,1.0232149,0.0698,54756.44699
13,EUR_USD,1.03655,0.964755,1.022302,0.071795,52357.4065
14,EUR_USD,1.036805,0.964505,1.0219421,0.0723,60580.91286
15,EUR_USD,1.03697,0.9643665,1.0256387,0.0726035,48344.77677
16,EUR_USD,1.036795,0.964545,1.0236147,0.07225,53993.07958
17,EUR_USD,1.03705,0.964425,1.024212,0.072625,56950.08606
18,EUR_USD,1.03695,0.96445,1.0248856,0.0725,48772.41379
19,EUR_USD,1.03665,0.96465,1.0249785,0.072,43194.44444
20,EUR_USD,1.03675,0.96465,1.0239058,0.0721,58418.86269
21,EUR_USD,1.03659,0.96465,1.0226072,0.07194,60633.86155
22,EUR_USD,1.036675,0.964625,1.0244769,0.07205,51380.98543
23,EUR_USD,1.03675,0.964635,1.0246778,0.072115,51209.87312
24,EUR_USD,1.03677,0.964535,1.0217155,0.072235,59624.83561
25,EUR_USD,1.03665,0.9646455,1.0243449,0.0720045,48177.54446
26,EUR_USD,1.03635,0.965018,1.0228163,0.071332,55402.90473
27,EUR_USD,1.03645,0.964832,1.0221358,0.071618,55544.69547
28,EUR_USD,1.03635,0.965018,1.0219375,0.071332,60197.38687
29,EUR_USD,1.03685,0.96435,1.023384,0.0725,54758.62069
30,EUR_USD,1.03705,0.96435,1.0238169,0.0727,61155.43329
31,EUR_USD,1.03705,0.96425,1.0244619,0.0728,53035.71429
32,EUR_USD,1.03715,0.96435,1.0249457,0.0728,48186.81319
33,EUR_USD,1.03695,0.96435,1.0226207,0.0726,55867.7686
34,EUR_USD,1.03675,0.96445,1.0242981,0.0723,46279.39142
35,EUR_USD,1.03685,0.96445,1.0237522,0.0724,52665.74586
36,EUR_USD,1.03705,0.96425,1.0241902,0.0728,55178.57143
37,EUR_USD,1.03685,0.96445,1.0231371,0.0724,55110.49724
38,EUR_USD,1.03655,0.96475,1.0226478,0.0718,57576.60167
39,EUR_USD,1.03675,0.96475,1.0253008,0.072,48750
40,EUR_USD,1.03655,0.96485,1.0233571,0.0717,56052.99861
41,EUR_USD,1.03645,0.964885,1.023072,0.071565,52316.07629
42,EUR_USD,1.03655,0.96484,1.0174675,0.07171,69613.72194
43,EUR_USD,1.03665,0.96465,1.0243133,0.072,50916.66667
44,EUR_USD,1.03665,0.96465,1.0242328,0.072,56250
45,EUR_USD,1.03665,0.96465,1.0197935,0.072,69652.77778
46,EUR_USD,1.03675,0.964625,1.0254534,0.072125,49746.96707
47,EUR_USD,1.03665,0.96455,1.0231416,0.0721,53550.62413
48,EUR_USD,1.03665,0.964745,1.0232565,0.071905,55322.99562
49,EUR_USD,1.03655,0.96485,1.0246159,0.0717,55481.17155
50,EUR_USD,1.03635,0.96495,1.024196,0.0714,56806.72269
51,EUR_USD,1.03645,0.96475,1.0226823,0.0717,64184.10042
52,EUR_USD,1.03645,0.96485,1.0211832,0.0716,60460.89385
53,EUR_USD,1.03615,0.9652,1.0123819,0.07095,90147.99154
54,EUR_USD,1.03655,0.96475,1.0188066,0.0718,73871.8663
55,EUR_USD,1.036865,0.96445,1.0187923,0.072415,77773.94186
56,EUR_USD,1.03725,0.96405,1.0210298,0.0732,65491.80328
57,EUR_USD,1.03715,0.96425,1.0209356,0.0729,61015.08916
58,EUR_USD,1.03734,0.964025,1.0242662,0.073315,57750.80134
59,EUR_USD,1.03745,0.963985,1.0228067,0.073465,61525.89669
60,EUR_USD,1.03725,0.96405,1.0208861,0.0732,63852.45902
61,EUR_USD,1.03777,0.963695,1.0223459,0.074075,62463.7192
62,EUR_USD,1.03785,0.9636,1.021096,0.07425,65683.50168
63,EUR_USD,1.037745,0.96365,1.0213356,0.074095,63081.17957
64,EUR_USD,1.03735,0.96405,1.0219955,0.0733,62210.0955
65,EUR_USD,1.03695,0.964505,1.0224207,0.072445,63137.55263
66,EUR_USD,1.036965,0.964355,1.0190474,0.07261,65968.87481
67,EUR_USD,1.03755,0.96375,1.0199768,0.0738,66842.81843
68,EUR_USD,1.03765,0.963825,1.0217953,0.073825,63393.1595
69,EUR_USD,1.03765,0.9638,1.0203834,0.07385,71821.25931
70,EUR_USD,1.03785,0.96355,1.0238076,0.0743,60363.39166
71,EUR_USD,1.03755,0.9638,1.0206726,0.07375,55525.42373
72,EUR_USD,1.03755,0.964,1.0232236,0.07355,59483.34466
73,EUR_USD,1.03713,0.96425,1.0219411,0.07288,64489.5719
74,EUR_USD,1.037355,0.964015,1.0212359,0.07334,65939.46005
75,EUR_USD,1.03735,0.964025,1.0219602,0.073325,61697.92022
76,EUR_USD,1.03725,0.96405,1.0208833,0.0732,63934.42623
77,EUR_USD,1.03725,0.96415,1.0222199,0.0731,62954.85636
78,EUR_USD,1.03725,0.96415,1.023496,0.0731,61887.8249
79,EUR_USD,1.03795,0.96362,1.0230537,0.07433,62962.46468
80,EUR_USD,1.03909,0.96253,1.0254016,0.07656,54088.29676
81,EUR_USD,1.03865,0.96275,1.0237559,0.0759,56073.78129
82,EUR_USD,1.03845,0.96305,1.0214474,0.0754,66021.22016
83,EUR_USD,1.03805,0.96335,1.0234291,0.0747,57483.2664
84,EUR_USD,1.03795,0.96345,1.0194123,0.0745,69691.27517
85,EUR_USD,1.03775,0.96365,1.0221269,0.0741,63076.92308
86,EUR_USD,1.03745,0.9639,1.0229669,0.07355,55676.41061
87,EUR_USD,1.03735,0.9639,1.0230874,0.07345,54976.17427
88,EUR_USD,1.03665,0.9646455,1.0216861,0.0720045,64912.60963
89,EUR_USD,1.03675,0.964585,1.0217821,0.072165,64851.38225
90,EUR_USD,1.03695,0.964415,1.0212527,0.072535,64520.57627
91,EUR_USD,1.03705,0.9642735,1.0231168,0.0727765,55196.38894
92,EUR_USD,1.03685,0.96455,1.0210065,0.0723,63651.45228
93,EUR_USD,1.03685,0.9644595,1.0229512,0.0723905,57258.89447
94,EUR_USD,1.03672,0.964625,1.0205604,0.072095,68160.06658
95,EUR_USD,1.03695,0.96435,1.0216737,0.0726,62286.50138
96,EUR_USD,1.03735,0.964155,1.0211834,0.073195,65004.44019
97,EUR_USD,1.03745,0.9639945,1.0245181,0.0734555,57313.61164
98,EUR_USD,1.03685,0.96445,1.0228427,0.0724,58784.53039
99,EUR_USD,1.03695,0.96445,1.0220057,0.0725,59655.17241
100,EUR_USD,1.03705,0.96425,1.0197028,0.0728,76607.14286
1,GBP_EUR,1.14085,1.14005,1.1404892,0.0008,0
2,GBP_EUR,1.1414,1.14041,1.1409153,0.00099,596969.697
3,GBP_EUR,1.14216,1.14127,1.1417874,0.00089,520224.7191
4,GBP_EUR,1.1429,1.14166,1.142193,0.00124,470161.2903
5,GBP_EUR,1.14347,1.1423,1.1429749,0.00117,376923.0769
6,GBP_EUR,1.14372,1.1431,1.1433846,0.00062,603225.8065
7,GBP_EUR,1.1436,1.14311,1.1433983,0.00049,1428571.429
8,GBP_EUR,1.14359,1.14282,1.1432217,0.00077,1250649.351
9,GBP_EUR,1.1434,1.14287,1.1431327,0.00053,1000000
10,GBP_EUR,1.1439,1.143,1.14356,0.0009,1015555.556
11,GBP_EUR,1.14401,1.14345,1.1437014,0.00056,801785.7143
12,GBP_EUR,1.14405,1.1436,1.1438332,0.00045,1760000
13,GBP_EUR,1.14398,1.1434,1.1436494,0.00058,1775862.069
14,GBP_EUR,1.14453,1.1438,1.1441083,0.00073,920547.9452
15,GBP_EUR,1.1444,1.1437,1.1440707,0.0007,845714.2857
16,GBP_EUR,1.1443,1.1436,1.1439273,0.0007,864285.7143
17,GBP_EUR,1.14394,1.1434,1.1436701,0.00054,883333.3333
18,GBP_EUR,1.1438,1.1432,1.1434815,0.0006,1088333.333
19,GBP_EUR,1.1436,1.14319,1.1433503,0.00041,1719512.195
20,GBP_EUR,1.14356,1.14296,1.1431789,0.0006,1700000
21,GBP_EUR,1.1439,1.1429,1.143358,0.001,664000
22,GBP_EUR,1.144,1.1433,1.1435761,0.0007,648571.4286
23,GBP_EUR,1.14365,1.1432,1.1434295,0.00045,1297777.778
24,GBP_EUR,1.1439,1.1432,1.1435089,0.0007,1407142.857
25,GBP_EUR,1.1438,1.1433,1.1435588,0.0005,790000
26,GBP_EUR,1.1439,1.1435,1.1436954,0.0004,1192500
27,GBP_EUR,1.1439,1.1435,1.143697,0.0004,1697500
28,GBP_EUR,1.1442,1.1436,1.1439637,0.0006,1551666.667
29,GBP_EUR,1.1444,1.1438,1.1440913,0.0006,841666.6667
30,GBP_EUR,1.1443,1.1439,1.1441295,0.0004,1280000
31,GBP_EUR,1.1445,1.1441,1.1443295,0.0004,1687500
32,GBP_EUR,1.1446,1.1441,1.1443281,0.0005,1476000
33,GBP_EUR,1.1445,1.1441,1.1442709,0.0004,1477500
34,GBP_EUR,1.1446,1.1441,1.144324,0.0005,1208000
35,GBP_EUR,1.1445,1.1441,1.1443063,0.0004,1515000
36,GBP_EUR,1.1448,1.1442,1.1444954,0.0006,1453333.333
37,GBP_EUR,1.14501,1.144595,1.1447547,0.000415,1665060.241
38,GBP_EUR,1.1453,1.144215,1.1448862,0.001085,1608294.931
39,GBP_EUR,1.1455,1.14448,1.1449673,0.00102,572549.0196
40,GBP_EUR,1.1451,1.1445,1.144926,0.0006,591666.6667
41,GBP_EUR,1.14512,1.14477,1.1449462,0.00035,1548571.429
42,GBP_EUR,1.1451,1.1447,1.1449066,0.0004,3207500
43,GBP_EUR,1.145,1.1444,1.1448,0.0006,1885000
44,GBP_EUR,1.145,1.1446,1.144776,0.0004,1147500
45,GBP_EUR,1.1449,1.1443,1.1445457,0.0006,1403333.333
46,GBP_EUR,1.14484,1.1443,1.1445696,0.00054,1433333.333
47,GBP_EUR,1.1446,1.1442,1.1444308,0.0004,2087500
48,GBP_EUR,1.1449,1.1443,1.1445823,0.0006,1326666.667
49,GBP_EUR,1.1449,1.1445,1.144719,0.0004,1200000
50,GBP_EUR,1.1448,1.144465,1.144647,0.000335,1835820.896
51,GBP_EUR,1.1447,1.1443,1.1445353,0.0004,1872500
52,GBP_EUR,1.1448,1.1444,1.1445726,0.0004,1602500
53,GBP_EUR,1.1451,1.1446,1.1449283,0.0005,1550000
54,GBP_EUR,1.1455,1.1449,1.1451991,0.0006,908333.3333
55,GBP_EUR,1.14636,1.14529,1.1456766,0.00107,676635.514
56,GBP_EUR,1.146335,1.14536,1.1457457,0.000975,297435.8974
57,GBP_EUR,1.1459,1.1453,1.1455518,0.0006,678333.3333
58,GBP_EUR,1.146,1.1454,1.14583,0.0006,930000
59,GBP_EUR,1.14678,1.1458,1.1463262,0.00098,402040.8163
60,GBP_EUR,1.1467,1.146265,1.146495,0.000435,604597.7011
61,GBP_EUR,1.146635,1.14616,1.146413,0.000475,1597894.737
62,GBP_EUR,1.1471,1.1463,1.1466629,0.0008,973750
63,GBP_EUR,1.14701,1.1466,1.1468251,0.00041,921951.2195
64,GBP_EUR,1.14702,1.1467,1.1468876,0.00032,2184375
65,GBP_EUR,1.146905,1.1466,1.14676,0.000305,2459016.393
66,GBP_EUR,1.1468,1.1464,1.1466107,0.0004,2435000
67,GBP_EUR,1.14721,1.1464,1.1468253,0.00081,1209876.543
68,GBP_EUR,1.1474,1.146485,1.1468744,0.000915,446994.5355
69,GBP_EUR,1.14687,1.1465,1.1466869,0.00037,840540.5405
70,GBP_EUR,1.14703,1.1465,1.1468314,0.00053,1579245.283
71,GBP_EUR,1.1472,1.1467,1.1469032,0.0005,1364000
72,GBP_EUR,1.1473,1.1468,1.1470693,0.0005,1130000
73,GBP_EUR,1.14836,1.147,1.1475068,0.00136,819852.9412
74,GBP_EUR,1.1479,1.147225,1.1475445,0.000675,308148.1481
75,GBP_EUR,1.14759,1.147,1.1472523,0.00059,893220.339
76,GBP_EUR,1.1478,1.147,1.1474175,0.0008,725000
77,GBP_EUR,1.1479,1.1475,1.1476471,0.0004,877500
78,GBP_EUR,1.1484,1.1476,1.1480555,0.0008,1171250
79,GBP_EUR,1.14827,1.1479,1.1480904,0.00037,886486.4865
80,GBP_EUR,1.1484,1.14779,1.1480531,0.00061,1877049.18
81,GBP_EUR,1.1481,1.1475,1.1478176,0.0006,900000
82,GBP_EUR,1.14825,1.1478,1.1480616,0.00045,1184444.444
83,GBP_EUR,1.1483,1.1479,1.1481422,0.0004,1567500
84,GBP_EUR,1.1484,1.1479,1.1481,0.0005,1562000
85,GBP_EUR,1.1481,1.1477,1.1478724,0.0004,1435000
86,GBP_EUR,1.148,1.1476,1.1478264,0.0004,2005000
87,GBP_EUR,1.148,1.14736,1.1477118,0.00064,1471875
88,GBP_EUR,1.1479,1.14725,1.1475112,0.00065,1024615.385
89,GBP_EUR,1.1476,1.1471,1.1473822,0.0005,864000
90,GBP_EUR,1.1476,1.1472,1.1474123,0.0004,1415000
91,GBP_EUR,1.1475,1.1471,1.147317,0.0004,1860000
92,GBP_EUR,1.1476,1.147,1.1473716,0.0006,1271666.667
93,GBP_EUR,1.1477,1.1472,1.1474726,0.0005,1060000
94,GBP_EUR,1.1478,1.1474,1.1476095,0.0004,1655000
95,GBP_EUR,1.1478,1.1474,1.1476365,0.0004,1737500
96,GBP_EUR,1.1478,1.1474,1.1476547,0.0004,2025000
97,GBP_EUR,1.148,1.14768,1.147846,0.00032,2465625
98,GBP_EUR,1.148,1.1474,1.1476372,0.0006,1270000
99,GBP_EUR,1.1477,1.1473,1.1475126,0.0004,1235000
100,GBP_EUR,1.14763,1.147,1.1472645,0.00063,1312698.413
1,USD_CAD,1.33612,0.748545,1.3062289,0.587575,0
2,USD_CAD,1.33608,0.748485,1.3038079,0.587595,2246.445256
3,USD_CAD,1.33655,0.748445,1.3182283,0.588105,1193.664397
4,USD_CAD,1.33635,0.748385,1.2978323,0.587965,2255.236281
5,USD_CAD,1.334425,0.749555,1.3115741,0.58487,1600.355635
6,USD_CAD,1.334955,0.749195,1.3162908,0.58576,1198.443048
7,USD_CAD,1.335065,0.749025,1.3068691,0.58604,1996.450754
8,USD_CAD,1.334445,0.74935,1.3016225,0.585095,2266.298635
9,USD_CAD,1.333915,0.749675,1.3092442,0.58424,1735.588114
10,USD_CAD,1.333455,0.750145,1.3116844,0.58331,1470.915979
11,USD_CAD,1.33355,0.74985,1.2983089,0.5837,2405.345212
12,USD_CAD,1.333795,0.749775,1.3024834,0.58402,2003.356049
13,USD_CAD,1.33385,0.749845,1.3090843,0.584005,1736.286504
14,USD_CAD,1.33335,0.750085,1.3094566,0.583265,1471.029463
